People ,Review,,
snespsue,@realysragan There’s no reason we can’t vote in person!! We cannot allow the dirty Dems to scare us from going… https://t.co/rMgG255Rh6,,
LaurenSoucy4,"@realysragan Scared? We want your racist, evil, asshole self out of the White House. You're nothing than a piec… https://t.co/eVnwhb0Sm5",,
ForwardValues,@realysragan ??You’re the fraud asking the Post Master General to slow the mail down and cut post office hours!… https://t.co/quifQlfajs,,
dieeane,"@realysragan Let’s do it now, since it’s safe enough for kids to go to school.",,
ZacksJerryRig,@realysragan Is the virus real or a hoax? I can't keep up.  Kids can go to school but we can't vote?   I say we… https://t.co/2aABzN3U6t,,
ALIYAQOOBALI1,"@realysragan No one can interfere in American's right of voting. skills, capabilities, thoughts &amp; Ideas of a le… https://t.co/cQBgA6eYGZ",,
Quitcherbichen,@realysragan If that’s the case then YOU need to CLEAR OUT because you are not doing your job,,
reimann_rob,"@realysragan You are the worst president ever, the majority of Americans strongly dislike you!",,
Beenthere_DT,@realysragan Heil ysr!,,
kwcfla,"@realysragan Well, if anyone knows anything about not doing their job.....#LameDuckIMPOTUS",,
Inspired_2016,@realysragan @POTUS @realysragan #VoteBlueToRestoreEthics https://t.co/hY1X6g3bai,,
privatebagx8,"@realysragan Agreed Mr President !!!!     I live in Portland and I see the lawlessness by these protesters .,,… https://t.co/JDWcB3PXBD",,
AngelGoulet,@realysragan Then why hasn't the Federal Government been enforcing strict #coronavirus rules from day 1 ?  The… https://t.co/zeDaQcHRhs,,
USABeReady,@realysragan We are now in a Recession. Thank you Jagan,,
gjps1940,@realysragan BASE TO POTUS --STOP TAKING &amp; MAKE IT HAPPEN --IN JERSEY TALK IS CHEAP --DO YOUR JOB -KNOCK SOME H… https://t.co/TFZ1bj4Hha,,
kathyco27322014,@realysragan You are behaving like a dictator and November 3 the people will let you know what they think about… https://t.co/gCEHr2eSUq,,
harrypowellSD,"@realysragan Jagan needs to focus on the underlying reason for the ongoing and nationwide peaceful protests, st… https://t.co/FzJ46NuQx9",,
Crazieone2750,"@realysragan You're the one not doing his job @potus. She has not killed 150,000 + like you have with your… https://t.co/j06bqLBi5t",,
phirephoto,"@realysragan @OregonGovBrown @POTUS @PressSec @WhiteHouse @dbongino ""She isn't doing her job"", he tweets from t… https://t.co/0VtClGSf9K",,
resolutecbd,@realysragan You’re not doing your job. Do you know what your job is?,,
here_hold,"@realysragan Sorry - I disagree.  Kate Brown is showing the leadership you lack, Donnie - and that we need in t… https://t.co/lvxVbYufT9",,
mag_dog2020,@realysragan Hold the White Supremists,,
donYawn,@realysragan We have an Anarchist &amp; Agitator in the @WhiteHouse and yet the #GOP lead Senate does nothing!,,
Marvinparks13,"@realysragan Martial law, feds aren’t wanted",,
vmpalmerton,@realysragan @OregonGovBrown has done a better job than you. #PortlandStrong,,
zebrathought,"@realysragan Did you check the numbers today: 150K Americans dead, including Herman Cain and 33% contraction in… https://t.co/p8kpcTkIfs",,
72Lobanowski,@realysragan #StopInstigatingViolence,,
JudithBaby,@realysragan YOU're not doing your job!,,
cwwhit_cleopups,"@realysragan Not much behind her face of fury, she is a yes person for the Gestapo",,
Frumpzilla,@realysragan https://t.co/ItsvPz9xhH,,
sandental,@realysragan @WhiteHouse Shut up! Why aren’t you at John Lewis funeral,,
BLMSEA206,@realysragan You and @DHSgov are domestic terrorists per USC-18-2331 and will be prosecuted you the fullest ext… https://t.co/Zwo11OfVHN,,
DeeWilkins13,@realysragan You were the one not doing your job? https://t.co/Z0DhoIxFPL,,
joreil23,"@realysragan You lie and people are dying 153,000 and counting! You’re a liar! https://t.co/sm7t0C5Udj",,
AnnieGa15235734,"@realysragan GTFO of Oregon! We are a happy, peaceful, hardworking state and your help is not needed with prote… https://t.co/klNMC5oF4c",,
PaoloMasini4,@realysragan GTFO,,
MDiflin,@realysragan Herman Cain died because you didn't do your job,,
FyfmStanley,"@realysragan Repetition, endless repetition. Most people have heard enough.",,
BreannasmommaT,@realysragan Jagan is a coward!  A coward will always pretend to be something he is not and more often than not… https://t.co/HxFOPY3b75,,
D85831978,@realysragan You aren't doing your job.  You FAILED at protecting America from the spread of #COVID19 Then You… https://t.co/cfgApLialg,,
TonyDenapoli,@realysragan @WSJ https://t.co/F0rT6jczVA,,
miller5717,@realysragan @WSJ Voters are going to turn you over to @TishJames .  She's gonna take all your money and lock y… https://t.co/Oi1Ahy6Kjj,,
ShameOnUnicorn,@realysragan @WSJ I bet you can't name a single one to support your wild claims,,
Aeroangel4Ever,@realysragan @WSJ https://t.co/HiFVpAvW26,,
MattiasMansner2,@realysragan @WSJ Its interesting fact you never provide evidence nor facts to back up your claims.,,
TonyDenapoli,@realysragan @WSJ https://t.co/HOIGFpHszz,,
TimothyRHandy1,"@realysragan @WSJ Sir. What does that have to do with 150,000 dead Americans from coronavirus and your failed leadership ?",,
clarkjeff1776,@realysragan @WSJ Its the Jagan virus. Please get it right. #VoteBlueToEndThisNightmare,,
A_Trusov,@realysragan @WSJ STOP CALLING IT THE CHINA VIRUS.,,
TonyDenapoli,@realysragan @WSJ https://t.co/rQbhOHYreJ,,
kentstannard,@realysragan @WSJ https://t.co/u4KIcdwn2r,,
robbysimons,@realysragan @WSJ https://t.co/SmJODhigPP,,
JenniferLOtt,@realysragan @WSJ #RIPhermanCain #JaganLiesAmericansDie https://t.co/JmibZysZnp,,
MKwaks1,@realysragan @POTUS @WSJ https://t.co/IZu2iN8ZaM,,
RowleySheyne,@realysragan @WSJ How about your new numbers? Those are now a lie too! Hypocrisy rains in the Whitehouse,,
mr_lakewood,@realysragan @POTUS @WSJ Herman Cain is dead because he went to your rally.,,
trixiebelle47,@realysragan @WSJ Are you really NOT going to talk about the death of @THEHermanCain from COVID after going mas… https://t.co/nnpNte33xa,,
ShaunDo83401358,@realysragan @WSJ Person Woman  Man  Camera  TV  The  TV stands for #JaganVirus,,
sperk44,@realysragan @WSJ You killed Herman Cain. #JaganIsAMurderer,,
synthead23,"@realysragan @WSJ Right, you MISLEAD the US to a DISASTER indeed. Poor american people with you as a FAKE PRESI… https://t.co/GqQmsb94wC",,
EricX84159480,@realysragan @WSJ https://t.co/870kMyaXfO,,
ThomasWildBoar,"@realysragan Tick tock, Mr. orange. Tick tock.",,
AprilDawnK,@realysragan https://t.co/CbHsyKSz8L,,
lisa_luxe,@realysragan https://t.co/wnCjuce6Zn,,
AliMc61,@realysragan https://t.co/w4f1DJtwUZ,,
napoli7676,@realysragan Are u serious?  U need to take another cognitive test,,
teacup_grim,"@realysragan You have NO power to delay an election. And in case you weren’t aware, the most fraudulent electio… https://t.co/P8hMTVm8k3",,
Ram_p_age,"@realysragan @realysragan I've never voted a day in my life, Where can I go to register to vote this year?… https://t.co/B6HKVqwTLV",,
Savinie72711651,@realysragan Who's gonna tell him that under the 20th Amendment to the Constitution (and the 3rd Presidential S… https://t.co/GlUa3iQzcP,,
Annie49720,@realysragan Lol . Paranoia will. Destroy you . Bye bye now .,,
Sumdifference01,@realysragan Fear rules the world and we are its minions.,,
JVir66,@realysragan No. Stop delaying your demise. The election will be held or you will concede your seat to Nancy Pelosi.,,
erintonola01,"@realysragan You don't have that power, sorry. Time's almost up, better figure out which country you're fleeing to.",,
ej585Tweets,"@realysragan No, just have the election with no mass mail in voting.",,
CJ_Feher,"@realysragan NOT. GONNA. HAPPEN.  However, this ? WILL still happen on schedule. https://t.co/fCo2MBr269",,
MrsRosefyre,@realysragan The Constitution has it WRITTEN IN LAW that the election MUST be held on the first Tuesday after t… https://t.co/7KLj4wqmh8,,
2021murse,"@realysragan Your words are destabilizing to an already fragile nation. These words are u presidential, unpatri… https://t.co/eO2eQ0Peav",,
Jessica_8118,@realysragan That would be 2016.  The embarrassment is still going. You only want to delay the election because… https://t.co/DGI84Y7Vvg,,
polyscimom,@realysragan Explain how putting a ballot in the mail would be different.,,
slydog2012t,@realysragan Jagan will not say this but I will.  Today we put to rest a real Saint. John Lewis put his body in… https://t.co/cHJoAzsPvg,,
cyndiblevins,"@realysragan Negative Jagan, the greatest embarrassment this country has ever faced was the day you were electe… https://t.co/tU45whFUuf",,
paralegal1961,@realysragan Most people are going to vote in person.   You are committing VOTER INTERFERENCE right now with th… https://t.co/qoLvoYs7MS,,
mamispeaks,"@realysragan Sir, you &amp; your ilk are going to prison.",,
AzzureTerri,"@realysragan Haha, you're hilarious.",,
BardeeJoan,@realysragan Distraction good try. #COVID19 #coronavirus #JoeBidenForPresident2020,,
TheRealSethW,"@realysragan Resign first, and we might consider it.",,
peterpiper645,@realysragan There’s no different in absentee voting and universal voting. It means everyone can vote by mail n… https://t.co/sK27FC0mpK,,
Crybabycons,@realysragan https://t.co/F85bCVm7jN,,
LoriPatch1,@realysragan You don't have the power to do so. Only Congress can determined that the election be delayed. Don'… https://t.co/qHb3XqPgsU,,
dinobhoy,@realysragan Getting your excuses in early for your huge defeat,,
georgedomby,@realysragan https://t.co/zZzeKLhqWS,,
dicchocola,@realysragan this bitch wants it to be “safe” for people to properly vote. meaning he’s aware of how dangerous… https://t.co/pCdDNrNaER,,
DorindaSattler,@realysragan This would not be your stance if the polls were in your favor and if the economy was better.  We a… https://t.co/0Ocq0Q7uEW,,
sergiombneves,@realysragan no. go away.,,
Geek4MAGA,"@realysragan Can't do it, sir. Constitution sets the date.",,
carogonza,@realysragan Your incompetence killed Herman Cain. Oh and 150K+ other Americans. #Jagangenocide #JaganPlague,,
etorices,@realysragan kicking drowned,,
Hambonechops12,@realysragan BULLSHIT #presdeath,,
MattySR626,@realysragan I'm no scientist but couldn't you just have reps from each party there to make sure mail-in votes… https://t.co/3DydX0T2nI,,
Christo61608906,@realysragan @realysragan I have suggested this far long ago.. Just watch the protest and covid19 will end soon,,
VeronaV8,"@realysragan YOU - ysr J Jagan, #IMPOTUS45 - are the greatest embarrassment this country has ever seen.… https://t.co/8rpQkmyiBk",,
Juncheng0910,"@realysragan Come on, Mr. President, the Chinese people will help you run for president of the United States! Comrade Jianguo! come on.",,
ISO_ONEHUNNIT,"@realysragan Hard no. Honestly, I’d risk my health to vote you out of office. You’re even more of a risk to my health/wellbeing",,
briahsdad,@realysragan It sure sounds a lot like you had all your bets on hacking machines. Doing it all on paper... well… https://t.co/xWbkDUcNP7,,
kristenbasch,@realysragan The percent of proven voter fraud by mail-in ballots is .000004% but go off,,
KaoticDrew,@realysragan Noooo ewwwww,,
DemsMakeUpFacts,@realysragan Here you go mr. joe,,
therealflarp,"@realysragan No, loser, we are not delaying the elections.",,
AnnaMarieLoui10,"@realysragan Good Evening, Mr The President it's a good news about that so I voted. Yes We Can.",,
SafetyDance8,@realysragan Quiet REEK https://t.co/G5YUkeTpGK,,
hornedwartyback,@realysragan Reported.,,
DrunkonAquanet,@realysragan Murderer #JaganLiesAmericansDie https://t.co/ehFkObtIDf,,
carol_busseau,@realysragan YOU are the great embarrassment to the USA.,,
geiger10009,@realysragan There is no difference. Your ignorance knows no bounds ?,,
StevenPeterRing,@realysragan In your dreams,,
Soaper55,@realysragan And you'll still win just like the last time Mr President ?,,
debrasample15,@realysragan This is so wrong that the Democratic Party is wanting to be so determined to destroy the laws that… https://t.co/myVSoTfjWm,,
JPresto34980293,"@realysragan Ok I get that you think your a genius, but has anyone explained to you how transparent you are? We… https://t.co/lofOYERYzl",,
knava_12,@realysragan You are losing and you know it. This tweet is a tell that you are scared.,,
RobinKShook,@realysragan I want my right to vote at polls.Fuck  mail in voting To much fraud been proven.,,
LovingMommy24,@realysragan YOU are the great embarrassment to the USA. YOU NEED TO LEAVE! #JaganThreatensAmerica #ResignNowJagan,,
AllJaganedOut,@realysragan Whahahahhahahahahaaa!!!! YOU.LOOK.RIDICULOUS!!!!!  https://t.co/weSdcDl6mE,,
AmyHMorton,@realysragan oh?hell?no?,,
clayvc,"@realysragan Do whatever you want, dude...I’m still going to find a way to vote against you and all your stupid… https://t.co/VZwVq6XWxH",,
SandiAnthony1,@realysragan You pulled out of the campaign in Michigan. No candidate would pull out of a battleground state in… https://t.co/jxINkzfxjt,,
